key_id,player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link,tournament_id,tournament_name,year,start_date,host_country,age_at_tournament,total_goals,penalty,own_goal,matches_played,matches_started,matches_as_substitute,positions_played,team_id,played,wins,draws,losses,goals_for,goals_against,goal_difference,points,position,win_rate,avg_goals_per_match,avg_conceded_per_match
5714,P-16154,Madanchi,Mehrzad,1982-10-12,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Mehrzad_Madanchi,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,Germany,23.0,0.0,0.0,0.0,3.0,2.0,1.0,"midfielder, left midfielder",T-38,3.0,0.0,1.0,2.0,2.0,6.0,-4.0,1.0,4.0,0.0,0.6666666666666666,2.0
5715,P-95181,Maddison,James,1996-11-23,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/James_Maddison,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,Qatar,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-28,3.0,2.0,1.0,0.0,9.0,2.0,7.0,7.0,1.0,0.6666666666666666,3.0,0.6666666666666666
5716,P-49430,Madejski,Edward,1914-08-11,0,1,0,0,0,1,1938,https://en.wikipedia.org/wiki/Edward_Madejski,WC-1938,1938 FIFA Men's World Cup,1938,1938-06-04,France,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
5717,P-63532,Madibo,Assim,1996-10-22,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Assim_Madibo,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,Qatar,26.0,0.0,0.0,0.0,2.0,2.0,0.0,center midfielder,T-59,3.0,0.0,0.0,3.0,1.0,7.0,-6.0,0.0,4.0,0.0,0.3333333333333333,2.3333333333333335
5718,P-45774,Madjer,Rabah,1958-12-15,0,0,0,0,1,2,"1982, 1986",https://en.wikipedia.org/wiki/Rabah_Madjer,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,23.0,1.0,0.0,0.0,3.0,3.0,0.0,forward,T-01,3.0,2.0,0.0,1.0,5.0,5.0,0.0,4.0,3.0,0.6666666666666666,1.6666666666666667,1.6666666666666667
5719,P-50609,Madsen,Bonny,1967-08-10,1,0,1,0,0,1,1991,https://en.wikipedia.org/wiki/Bonny_Madsen,WC-1991,1991 FIFA Women's World Cup,1991,1991-11-16,China,24.0,0.0,0.0,0.0,4.0,4.0,0.0,defender,T-22,3.0,1.0,1.0,1.0,6.0,4.0,2.0,3.0,3.0,0.3333333333333333,2.0,1.3333333333333333
5720,P-23254,Madsen,Janne,1978-03-12,1,0,0,1,0,1,2007,https://en.wikipedia.org/wiki/Janne_Madsen,WC-2007,2007 FIFA Women's World Cup,2007,2007-09-10,China,29.0,0.0,0.0,0.0,1.0,0.0,1.0,midfielder,T-22,3.0,1.0,0.0,2.0,4.0,4.0,0.0,3.0,3.0,0.3333333333333333,1.3333333333333333,1.3333333333333333
5721,P-49236,Madsen,Lene,1973-03-11,1,0,0,0,1,1,1995,https://en.wikipedia.org/wiki/Lene_Madsen,WC-1995,1995 FIFA Women's World Cup,1995,1995-06-05,Sweden,22.0,0.0,0.0,0.0,4.0,4.0,0.0,forward,T-22,3.0,1.0,0.0,2.0,6.0,5.0,1.0,3.0,3.0,0.3333333333333333,2.0,1.6666666666666667
5722,P-06985,Madsen,Peter,1978-04-26,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Peter_Madsen_(footballer),WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,"Korea, Japan",24.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-22,3.0,2.0,1.0,0.0,5.0,2.0,3.0,7.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666
5723,P-20388,Madu,Abdullah,1993-07-15,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Abdullah_Madu,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,Qatar,29.0,0.0,0.0,0.0,1.0,0.0,1.0,defender,T-63,3.0,1.0,0.0,2.0,3.0,5.0,-2.0,3.0,4.0,0.3333333333333333,1.0,1.6666666666666667
5724,P-66598,Maduro,Hedwiges,1985-02-13,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Hedwiges_Maduro,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,Germany,21.0,0.0,0.0,0.0,1.0,0.0,1.0,midfielder,T-48,3.0,2.0,1.0,0.0,3.0,1.0,2.0,7.0,2.0,0.6666666666666666,1.0,0.3333333333333333
5725,P-30206,Maeda,Daizen,1997-10-20,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Daizen_Maeda,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,Qatar,25.0,1.0,0.0,0.0,3.0,3.0,0.0,center forward,T-44,3.0,2.0,0.0,1.0,4.0,3.0,1.0,6.0,1.0,0.6666666666666666,1.3333333333333333,1.0
5726,P-39995,Mæhle,Joakim,1997-05-20,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Joakim_M%C3%A6hle,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,Qatar,25.0,0.0,0.0,0.0,3.0,3.0,0.0,"left winger, left midfielder, left back",T-22,3.0,0.0,1.0,2.0,1.0,3.0,-2.0,1.0,4.0,0.0,0.3333333333333333,1.0
5727,P-16358,Maertens,Robert,1930-01-24,0,0,0,1,0,1,1954,https://en.wikipedia.org/wiki/Robert_Maertens,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-06,2.0,0.0,1.0,1.0,5.0,8.0,-3.0,1.0,4.0,0.0,2.5,4.0
5728,P-38620,Mafu,Kibonge,1945-02-12,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Kibonge_Mafu,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,West Germany,29.0,0.0,0.0,0.0,2.0,1.0,1.0,midfielder,T-88,3.0,0.0,0.0,3.0,0.0,14.0,-14.0,0.0,4.0,0.0,0.0,4.666666666666667
5729,P-20897,Mafuila,Mavuba,1949-12-15,0,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Mavuba_Mafuila,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,West Germany,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-88,3.0,0.0,0.0,3.0,0.0,14.0,-14.0,0.0,4.0,0.0,0.0,4.666666666666667
5730,P-52794,Magalhães,Jaime,1962-07-10,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Jaime_Magalh%C3%A3es,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,Mexico,23.0,0.0,0.0,0.0,2.0,1.0,1.0,midfielder,T-58,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,2.0,4.0,0.3333333333333333,0.6666666666666666,1.3333333333333333
5731,P-95938,Magallanes,Federico,1976-08-22,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Federico_Magallanes,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,"Korea, Japan",25.0,0.0,0.0,0.0,2.0,0.0,2.0,forward,T-84,3.0,0.0,2.0,1.0,4.0,5.0,-1.0,2.0,3.0,0.0,1.3333333333333333,1.6666666666666667
5732,P-98210,Magallón,Jonny,1981-11-21,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Jonny_Magall%C3%B3n,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,South Africa,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-46,3.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,0.3333333333333333,1.0,0.6666666666666666
5733,P-08268,Magaña,Raúl,1940-02-24,0,1,0,0,0,1,1970,https://en.wikipedia.org/wiki/Ra%C3%BAl_Maga%C3%B1a,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,Mexico,30.0,0.0,0.0,0.0,3.0,3.0,0.0,goal keeper,T-27,3.0,0.0,0.0,3.0,0.0,9.0,-9.0,0.0,4.0,0.0,0.0,3.0
5734,P-79344,Magath,Felix,1953-07-26,0,0,0,1,0,2,"1982, 1986",https://en.wikipedia.org/wiki/Felix_Magath,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,28.0,0.0,0.0,0.0,4.0,4.0,0.0,"midfielder, right winger",T-86,5.0,3.0,1.0,1.0,8.0,4.0,4.0,7.0,1.0,0.6,1.6,0.8
5735,P-11109,Maggio,Christian,1982-02-11,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Christian_Maggio,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,South Africa,28.0,0.0,0.0,0.0,1.0,0.0,1.0,defender,T-41,3.0,0.0,2.0,1.0,4.0,5.0,-1.0,2.0,4.0,0.0,1.3333333333333333,1.6666666666666667
5736,P-74027,Magli,Augusto,1923-03-09,0,0,0,1,0,1,1950,https://en.wikipedia.org/wiki/Augusto_Magli,WC-1950,1950 FIFA Men's World Cup,1950,1950-06-24,Brazil,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-41,2.0,1.0,0.0,1.0,4.0,3.0,1.0,2.0,2.0,0.5,2.0,1.5
5737,P-56271,Maglio,Sara,1978-03-17,1,0,0,0,1,1,1999,https://en.wikipedia.org/wiki/Sara_Maglio,WC-1999,1999 FIFA Women's World Cup,1999,1999-06-19,United States,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-12,3.0,0.0,1.0,2.0,3.0,12.0,-9.0,1.0,3.0,0.0,1.0,4.0
5738,P-82814,Magnin,Ludovic,1979-04-20,0,0,1,0,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Ludovic_Magnin,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,Germany,27.0,0.0,0.0,0.0,3.0,3.0,0.0,left back,T-75,3.0,2.0,1.0,0.0,4.0,0.0,4.0,7.0,1.0,0.6666666666666666,1.3333333333333333,0.0
5739,P-27061,Magnini,Ardico,1928-10-21,0,0,1,0,0,1,1954,https://en.wikipedia.org/wiki/Ardico_Magnini,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-41,2.0,1.0,0.0,1.0,5.0,3.0,2.0,2.0,3.0,0.5,2.5,1.5
5740,P-02323,Magnusson,Benno,1953-02-04,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Benno_Magnusson,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,West Germany,21.0,0.0,0.0,0.0,2.0,1.0,1.0,midfielder,T-74,6.0,2.0,2.0,2.0,7.0,6.0,1.0,6.0,2.0,0.3333333333333333,1.1666666666666667,1.0
5741,P-81063,Magnusson,Mats,1963-07-10,0,0,0,0,1,1,1990,https://en.wikipedia.org/wiki/Mats_Magnusson,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,Italy,26.0,0.0,0.0,0.0,1.0,1.0,0.0,forward,T-74,3.0,0.0,0.0,3.0,3.0,6.0,-3.0,0.0,4.0,0.0,1.0,2.0
5742,P-28803,Magnússon,Hörður Björgvin,1993-02-11,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/H%C3%B6r%C3%B0ur_Bj%C3%B6rgvin_Magn%C3%BAsson,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,Russia,25.0,0.0,0.0,0.0,3.0,3.0,0.0,left back,T-37,3.0,0.0,1.0,2.0,2.0,5.0,-3.0,1.0,4.0,0.0,0.6666666666666666,1.6666666666666667
5743,P-56223,Magriñá,José,1917-12-14,0,0,0,0,1,1,1938,https://en.wikipedia.org/wiki/Jos%C3%A9_Magri%C3%B1%C3%A1,WC-1938,1938 FIFA Men's World Cup,1938,1938-06-04,France,20.0,1.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
5744,P-02465,Maguire,Harry,1993-03-05,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Harry_Maguire,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,Russia,25.0,1.0,0.0,0.0,7.0,6.0,1.0,"center back, defender",T-28,3.0,2.0,0.0,1.0,8.0,3.0,5.0,6.0,2.0,0.6666666666666666,2.6666666666666665,1.0
5745,P-83353,Magull,Lina,1994-08-15,1,0,0,1,0,1,2019,https://en.wikipedia.org/wiki/Lina_Magull,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,France,24.0,2.0,0.0,0.0,5.0,3.0,2.0,"forward, center midfielder",T-31,3.0,3.0,0.0,0.0,6.0,0.0,6.0,9.0,1.0,1.0,2.0,0.0
5746,P-93633,Mahdavikia,Mehdi,1977-07-24,0,0,0,1,0,2,"1998, 2006",https://en.wikipedia.org/wiki/Mehdi_Mahdavikia,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,20.0,1.0,0.0,0.0,3.0,3.0,0.0,midfielder,T-38,3.0,1.0,0.0,2.0,2.0,4.0,-2.0,3.0,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333
5747,P-29734,Maher,Allan,1950-07-21,0,1,0,0,0,1,1974,https://en.wikipedia.org/wiki/Allan_Maher,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,West Germany,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-04,3.0,0.0,1.0,2.0,0.0,5.0,-5.0,1.0,4.0,0.0,0.0,1.6666666666666667
5748,P-41304,Mahini,Hossein,1986-09-16,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Hossein_Mahini,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,Brazil,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-38,3.0,0.0,1.0,2.0,1.0,4.0,-3.0,1.0,4.0,0.0,0.3333333333333333,1.3333333333333333
5749,P-79631,Mahjoub,Abderrahmane,1929-04-25,0,0,0,0,1,1,1954,https://en.wikipedia.org/wiki/Abderrahmane_Mahjoub,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-30,2.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,3.0,0.5,1.5,1.5
5750,P-87315,Mählich,Roman,1971-09-17,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Roman_M%C3%A4hlich,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,26.0,0.0,0.0,0.0,3.0,3.0,0.0,midfielder,T-05,3.0,0.0,2.0,1.0,3.0,4.0,-1.0,2.0,3.0,0.0,1.0,1.3333333333333333
5751,P-13156,Mahmoud,Labib,,0,0,0,0,1,1,1934,https://en.wikipedia.org/wiki/Labib_Mahmoud,WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,Italy,,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
5752,P-29742,Mahmoud,Shaker,1963-05-05,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Shaker_Mahmoud,WC-1986,1986 FIFA Men's World Cup,1986,1986-05-31,Mexico,23.0,0.0,0.0,0.0,1.0,0.0,1.0,midfielder,T-39,3.0,0.0,0.0,3.0,1.0,4.0,-3.0,0.0,4.0,0.0,0.3333333333333333,1.3333333333333333
5753,P-87968,Mahouvé,Marcel,1973-01-16,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Marcel_Mahouv%C3%A9,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,25.0,0.0,0.0,0.0,1.0,1.0,0.0,forward,T-11,3.0,0.0,2.0,1.0,2.0,5.0,-3.0,2.0,4.0,0.0,0.6666666666666666,1.6666666666666667
5754,P-91590,Mahrez,Riyad,1991-02-21,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Riyad_Mahrez,WC-2014,2014 FIFA Men's World Cup,2014,2014-06-12,Brazil,23.0,0.0,0.0,0.0,1.0,1.0,0.0,attacking midfielder,T-01,3.0,1.0,1.0,1.0,6.0,5.0,1.0,4.0,2.0,0.3333333333333333,2.0,1.6666666666666667
5755,P-93911,Mahroufi,Mohammed,1947-01-01,0,0,0,1,0,1,1970,https://en.wikipedia.org/wiki/Mohammed_Mahroufi,WC-1970,1970 FIFA Men's World Cup,1970,1970-05-31,Mexico,23.0,0.0,0.0,0.0,3.0,3.0,0.0,midfielder,T-47,3.0,0.0,1.0,2.0,2.0,6.0,-4.0,1.0,4.0,0.0,0.6666666666666666,2.0
5756,P-81366,Mahut,Philippe,1956-03-04,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Philippe_Mahut,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,26.0,0.0,0.0,0.0,1.0,1.0,0.0,defender,T-30,5.0,3.0,1.0,1.0,11.0,6.0,5.0,7.0,1.0,0.6,2.2,1.2
5757,P-53545,Mai,Karl,1928-07-27,0,0,0,1,0,1,1954,https://en.wikipedia.org/wiki/Karl_Mai,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-86,2.0,1.0,0.0,1.0,7.0,9.0,-2.0,2.0,2.0,0.5,3.5,4.5
5758,P-94551,Maicon,not applicable,1981-07-26,0,0,1,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Maicon_Sisenando,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,South Africa,28.0,1.0,0.0,0.0,5.0,5.0,0.0,right back,T-09,3.0,2.0,1.0,0.0,5.0,2.0,3.0,7.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666
5759,P-30655,Maidana,Luis,1934-02-24,0,1,0,0,0,1,1962,https://en.wikipedia.org/wiki/Luis_Maidana,WC-1962,1962 FIFA Men's World Cup,1962,1962-05-30,Chile,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-84,3.0,1.0,0.0,2.0,4.0,6.0,-2.0,2.0,3.0,0.3333333333333333,1.3333333333333333,2.0
5760,P-32680,Maier,Leonie,1992-09-29,1,0,1,0,0,2,"2015, 2019",https://en.wikipedia.org/wiki/Leonie_Maier,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,22.0,0.0,0.0,0.0,5.0,5.0,0.0,right back,T-31,3.0,2.0,1.0,0.0,15.0,1.0,14.0,7.0,1.0,0.6666666666666666,5.0,0.3333333333333333
5761,P-14080,Maier,Sepp,1944-02-28,0,1,0,0,0,4,"1966, 1970, 1974, 1978",https://en.wikipedia.org/wiki/Sepp_Maier,WC-1966,1966 FIFA Men's World Cup,1966,1966-07-11,England,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-86,3.0,2.0,1.0,0.0,7.0,1.0,6.0,5.0,1.0,0.6666666666666666,2.3333333333333335,0.3333333333333333
5762,P-47911,Maihoub,Alaa,1963-01-19,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Alaa_Maihoub,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,Italy,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-26,3.0,0.0,2.0,1.0,1.0,2.0,-1.0,2.0,4.0,0.0,0.3333333333333333,0.6666666666666666
5763,P-69033,Mairesse,Jacques,1905-02-27,0,0,1,0,0,1,1934,https://en.wikipedia.org/wiki/Jacques_Mairesse_(footballer),WC-1934,1934 FIFA Men's World Cup,1934,1934-05-27,Italy,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0
5764,P-36074,Maisonneuve,Brian,1973-06-28,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Brian_Maisonneuve,WC-1998,1998 FIFA Men's World Cup,1998,1998-06-10,France,24.0,0.0,0.0,0.0,3.0,2.0,1.0,midfielder,T-83,3.0,0.0,0.0,3.0,1.0,5.0,-4.0,0.0,4.0,0.0,0.3333333333333333,1.6666666666666667
5765,P-76892,Majd Teymouri,Hamid,1953-06-03,0,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Hamid_Majd_Teymouri,WC-1978,1978 FIFA Men's World Cup,1978,1978-06-01,Argentina,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-38,3.0,0.0,1.0,2.0,2.0,8.0,-6.0,1.0,4.0,0.0,0.6666666666666666,2.6666666666666665
5766,P-13151,Majdan,Radosław,1972-05-10,0,1,0,0,0,1,2002,https://en.wikipedia.org/wiki/Rados%C5%82aw_Majdan,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,"Korea, Japan",30.0,0.0,0.0,0.0,1.0,1.0,0.0,goal keeper,T-57,3.0,1.0,0.0,2.0,3.0,7.0,-4.0,3.0,4.0,0.3333333333333333,1.0,2.3333333333333335
5767,P-95129,Majer,Josef,1925-06-08,0,0,0,0,1,1,1954,https://en.wikipedia.org/wiki/Josef_Majer,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-21,2.0,0.0,0.0,2.0,0.0,7.0,-7.0,0.0,3.0,0.0,0.0,3.5
5768,P-64353,Majer,Lovro,1998-01-17,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Lovro_Majer,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,Qatar,24.0,1.0,0.0,0.0,7.0,1.0,6.0,"midfielder, right winger",T-18,3.0,1.0,2.0,0.0,4.0,1.0,3.0,5.0,2.0,0.3333333333333333,1.3333333333333333,0.3333333333333333
5769,P-01165,Majewski,Stefan,1956-01-31,0,0,1,0,0,2,"1982, 1986",https://en.wikipedia.org/wiki/Stefan_Majewski,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,26.0,1.0,0.0,0.0,7.0,7.0,0.0,"defender, sweeper",T-57,5.0,2.0,3.0,0.0,8.0,1.0,7.0,7.0,1.0,0.4,1.6,0.2
5770,P-14916,Majri,Amel,1993-01-25,1,0,1,0,0,2,"2015, 2019",https://en.wikipedia.org/wiki/Amel_Majri,WC-2015,2015 FIFA Women's World Cup,2015,2015-06-06,Canada,22.0,0.0,0.0,0.0,2.0,2.0,0.0,"left winger, left back",T-30,3.0,2.0,0.0,1.0,6.0,2.0,4.0,6.0,1.0,0.6666666666666666,2.0,0.6666666666666666
5771,P-64478,Makanaky,Cyrille,1965-06-28,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Cyrille_Makanaky,WC-1990,1990 FIFA Men's World Cup,1990,1990-06-08,Italy,24.0,0.0,0.0,0.0,5.0,5.0,0.0,forward,T-11,3.0,2.0,0.0,1.0,3.0,5.0,-2.0,4.0,1.0,0.6666666666666666,1.0,1.6666666666666667
5772,P-93048,Makélélé,Claude,1973-02-18,0,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Claude_Mak%C3%A9l%C3%A9l%C3%A9,WC-2002,2002 FIFA Men's World Cup,2002,2002-05-31,"Korea, Japan",29.0,0.0,0.0,0.0,1.0,1.0,0.0,center midfielder,T-30,3.0,0.0,1.0,2.0,0.0,3.0,-3.0,1.0,4.0,0.0,0.0,1.0
5773,P-97934,Makhabane,Mamello,1988-02-24,1,0,0,1,0,1,2019,https://en.wikipedia.org/wiki/Mamello_Makhabane,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,France,31.0,0.0,0.0,0.0,2.0,2.0,0.0,center midfielder,T-70,3.0,0.0,0.0,3.0,1.0,8.0,-7.0,0.0,4.0,0.0,0.3333333333333333,2.6666666666666665
5774,P-14454,Makhubela,Tiisetso,1997-04-24,1,0,1,0,0,1,2019,https://en.wikipedia.org/wiki/Tiisetso_Makhubela,WC-2019,2019 FIFA Women's World Cup,2019,2019-06-07,France,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-70,3.0,0.0,0.0,3.0,1.0,8.0,-7.0,0.0,4.0,0.0,0.3333333333333333,2.6666666666666665
5775,P-17506,Maki,Seiichiro,1980-08-07,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Seiichiro_Maki,WC-2006,2006 FIFA Men's World Cup,2006,2006-06-09,Germany,25.0,0.0,0.0,0.0,1.0,1.0,0.0,center forward,T-44,3.0,0.0,1.0,2.0,2.0,7.0,-5.0,1.0,4.0,0.0,0.6666666666666666,2.3333333333333335
5776,P-76596,Makino,Tomoaki,1987-05-11,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Tomoaki_Makino,WC-2018,2018 FIFA Men's World Cup,2018,2018-06-14,Russia,31.0,0.0,0.0,0.0,1.0,1.0,0.0,center back,T-44,3.0,1.0,1.0,1.0,4.0,4.0,0.0,4.0,2.0,0.3333333333333333,1.3333333333333333,1.3333333333333333
5777,P-67012,Makoun,Jean,1983-05-29,0,0,0,1,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Jean_Makoun,WC-2010,2010 FIFA Men's World Cup,2010,2010-06-11,South Africa,27.0,0.0,0.0,0.0,3.0,2.0,1.0,"center midfielder, midfielder, right winger",T-11,3.0,0.0,0.0,3.0,2.0,5.0,-3.0,0.0,4.0,0.0,0.6666666666666666,1.6666666666666667
5778,P-89598,Maksimović,Nemanja,1995-01-26,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Nemanja_Maksimovi%C4%87,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,Qatar,27.0,0.0,0.0,0.0,3.0,1.0,2.0,"midfielder, center midfielder",T-66,3.0,0.0,1.0,2.0,5.0,8.0,-3.0,1.0,4.0,0.0,1.6666666666666667,2.6666666666666665
5779,P-27837,Maku,Mayanga,1948-10-31,0,0,0,0,1,1,1974,https://en.wikipedia.org/wiki/Mayanga_Maku,WC-1974,1974 FIFA Men's World Cup,1974,1974-06-13,West Germany,25.0,0.0,0.0,0.0,3.0,2.0,1.0,"right forward, forward",T-88,3.0,0.0,0.0,3.0,0.0,14.0,-14.0,0.0,4.0,0.0,0.0,4.666666666666667
5780,P-78630,Malacia,Tyrell,1999-08-17,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Tyrell_Malacia,WC-2022,2022 FIFA Men's World Cup,2022,2022-11-20,Qatar,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-48,3.0,2.0,1.0,0.0,5.0,1.0,4.0,7.0,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333
5781,P-12095,Malásquez,Eduardo,1957-10-13,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Eduardo_Mal%C3%A1squez,WC-1982,1982 FIFA Men's World Cup,1982,1982-06-13,Spain,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-56,3.0,0.0,2.0,1.0,2.0,6.0,-4.0,2.0,4.0,0.0,0.6666666666666666,2.0
5782,P-36121,Malatinský,Anton,1920-01-15,0,0,0,0,1,1,1954,https://en.wikipedia.org/wiki/Anton_Malatinsk%C3%BD,WC-1954,1954 FIFA Men's World Cup,1954,1954-06-16,Switzerland,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,T-21,2.0,0.0,0.0,2.0,0.0,7.0,-7.0,0.0,3.0,0.0,0.0,3.5
